#tiles
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|10|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|10|10|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|10|10|10|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|10|10|10|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|10|10|10|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|10|10|10|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|10|10|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|10|10|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
#npcs
|6|4|0|32|0|0|0|||0|aaaaaaaaaaaaaaa`bbbbbbbbbbbbbbbbb`||22`Jelime`0`1`1`-1`-1`-1`1`1`1`1`||||||
#spawns
#savepoints
#shops
#events
#transitions
